App_Id,App_name,Genre,Size,IOS_version,Released_date,Updated_date,App_version,Price,Currency,Developer_Id,Developer,Avg_user_rating,Age_group
com.partner-auto-7844.dupr2455,Iglesia Metropolitana,Book,78.59,11.4,2021-06-10,2021-06-11,1.0.0,0.0,USD,1571184861,Rafael Jimenez,0.0,Children
com.loveteam.truyenmaquy,Truyện Ma Quỷ,Book,42.3,8.0,2016-06-02,2016-06-02,1.0,0.0,USD,1050682421,Tran Anh,0.0,Teen
com.educastudio.kabinabiishaq,Kisah Nabi Ishaq AS,Book,43.28,5.1.1,2015-06-21,2015-06-21,1.0,0.0,USD,657647590,"EDUCA SISFOMEDIA INDONESIA, CV",0.0,Children
maci-dev.sk.JKS,JKS,Book,7.56,12.1,2019-10-10,2020-05-01,1.1,0.0,USD,436802355,Jozef Macko,0.0,Children
org.lionsquest-japan.lq-port,LQ-Port Library,Book,54.55,9.0,2020-04-09,2020-04-09,6.11.7,0.0,USD,1499767485,特定非営利活動法人 青少年育成支援フォーラム(JIYD),0.0,Children
com.sandviks.goboken2,Goboken,Book,18.9,8.0,2012-12-10,2021-01-20,2.5.6,0.0,USD,401129911,Sandviks AS,1.0,Children
com.panter.FiestaLibro,Cuentico Amarillo Tom Sóyer,Book,105.09,9.0,2017-08-17,2017-08-24,1.1,0.0,USD,447513435,Panter,0.0,Children
comicorp.StridingBird.hd,Striding Bird - An inspirational tale for kids,Book,56.44,8.0,2012-02-28,2016-11-29,1.9.1,0.0,USD,451723889,Comicorp,5.0,Children
tr.com.imst.booksearchapplication,Liman Kitap Mobil,Book,37.99,10.0,2019-04-13,2020-02-18,1.0.4,0.0,USD,1459541548,IMST Bilişim,5.0,Children
com.Bitgly.HowKiwiLostHisWings,How Kiwi Lost His Wings,Book,106.27,10.0,2020-10-12,2020-10-12,0.9,0.0,USD,1535021727,Miha Grcar,4.0,Children
co.yearbooker.ForeverConnected,FC Yearbooks,Book,75.33,11.0,2017-06-09,2021-10-03,2.2.11,0.0,USD,956676919,"Yearbooker, Inc.",3.54545,Children
in.savitri.app,Savitri by Sri Aurobindo,Book,32.82,13.0,2015-04-04,2021-08-09,5.21,0.0,USD,930441595,Revealing Hour Creations,5.0,Adult
com.kingofmyheart.lawkaniti,LokaNiti,Book,9.8,7.0,2014-03-11,2014-03-11,1.0,0.0,USD,570685041,Bue Bu,4.75,Children
com.Classics.bookroom,Sunshine Bookroom,Book,53.21,8.0,2015-10-31,2020-02-20,1.8,0.0,USD,975407747,WENDY PYE PUBLISHING LIMITED,3.0,Children
com.freeaudiobooks.literature,Literature Audiobooks,Book,32.52,10.0,2018-03-28,2018-05-05,1.0.1,0.0,USD,1352264144,Rohit Kanade,4.5,Children
ro.tati.mariei.dorinta,Dorința Mariei,Book,32.33,8.0,2013-07-09,2020-02-13,2.0.4,0.0,USD,668548492,Sebastian Cochinescu,5.0,Children
com.educastudio.ririkancildansiput,Kancil dan Siput Adu Pintar - Buku Cerita Anak Interaktif,Book,52.65,5.1.1,2015-11-24,2015-11-24,1.0,0.0,USD,657647590,"EDUCA SISFOMEDIA INDONESIA, CV",3.5,Children
com.pixelkoder.ListenTheHolyQuranArabic,Listen The Holy Quran - Arabic,Book,330.23,9.2,2013-08-27,2018-06-12,1.1,0.0,USD,629146175,Mohammad Rana,0.0,Children
de.guentherbruns.fathersdayfree,Father's Day - Greetings and Quotes,Book,32.69,4.3,2014-05-13,2014-05-13,1.0,0.0,USD,445824740,Mario Guenther-Bruns,4.0,Children
com.shlinfosystems.urduQuranLite,Quran Kareem HD for iPhone,Book,226.21,7.0,2012-08-23,2014-11-11,3.9.9,0.0,USD,365094500,SHL Info Systems,4.83333,Children
fr.islamobile.coran.texte.ko,Quran in Korean and in Arabic,Book,33.35,11.0,2015-12-08,2020-09-09,3.0.0,1.99,USD,356342220,ISLAMOBILE,0.0,Children
com.kursx.smartbook,Smart Book,Book,31.83,12.0,2019-05-29,2021-09-07,1.34,0.0,USD,1278697398,Stanislau Kurs,5.0,Children
com.hindishayari2018,New Hindi Shayari Status SMS,Book,14.89,8.0,2018-03-09,2019-10-16,1.3,0.0,USD,1243917041,Yaseen Mansuri,0.0,Teen
com.jibbapp.WirtschaftRechtGesellschaft,Wirtschaft Recht Gesellschaft,Book,18.6,6.1,2015-09-14,2017-01-31,4.1.02,0.0,USD,490670203,hep verlag ag,0.0,Children
com.ultradevs.Text-to-Speech-App,Text to Speech App,Book,19.83,10.0,2017-03-31,2019-07-11,3.5,1.99,USD,923406673,Georgi Zlatinov,3.74074,Children
com.treesforothers.KidsInAChip,Kids In A Chip,Book,60.28,14.0,2021-08-03,2021-08-03,1.0,0.0,USD,1572334665,"Trees For Others, Inc.",5.0,Children
com.smartway2.abdelbaset,Abdelbaset Abdessamad-Quran mp3-عبدالباسط عبدالصمد,Book,24.95,8.0,2016-10-12,2016-10-12,1.0,0.0,USD,1468874331,issam souabni,5.0,Adult
com.fireside.motherhubbardebook,Old Mother Hubbard Interactive eBook,Book,373.16,6.0,2016-04-01,2016-04-01,1.0,0.0,USD,1053142892,Brad Keller,5.0,Children
com.clusterdriver.provider,Cluster Conductor,Book,61.2,11.0,2020-01-31,2020-04-14,1.1,0.0,USD,1476071433,Steven Bedoya,0.0,Children
audio.iPad.Thtact.Dulich.AnhViet,Instant English Travel,Book,57.31,13.0,2014-06-10,2021-07-25,4.2,0.0,USD,741292188,Hoa Do,0.0,Children
com.adabsinfocomm.thaiquranaudio,Thai Quran Audio,Book,13.26,9.0,2016-10-29,2020-12-06,1.1.1,0.0,USD,902215267,Arun Soundarrajan,0.0,Children
com.thinkgaming.guide,Guide for World Chef,Book,24.52,8.0,2016-09-12,2016-09-12,1.0,0.0,USD,1116937548,Waranthorn Chaikhamruang,0.0,Children
com.magtab.1165,Guia Vocacional,Book,89.91,11.0,2016-09-03,2019-07-07,3.1.1.1.1,0.0,USD,450481902,MINHA PAROQUIA APOIO ADMINISTRATIVO EIRELI - ME,0.0,Children
fr.audi.audiscan,AUDI SCAN,Book,82.88,12.0,2021-10-02,2021-10-02,1.0,0.0,USD,403752726,Volkswagen Group France,0.0,Children
com.Skoozo.user,Skoozo,Book,11.6,11.0,2021-03-31,2021-03-31,1.0,0.0,USD,1560166553,Credence Edutech LLP,0.0,Teen
ca.lifecabins,LIFE CABINS,Book,0.46,14.5,2021-08-17,2021-08-17,1.0,0.0,USD,1581391074,Daniel Johnson,0.0,Children
com.watnapp.E-Tipitaka-Plus,E-Tipitaka+ (ค้นหาพุทธวจน),Book,37.41,9.0,2014-03-17,2021-09-23,2.3.6,0.0,USD,436810161,Sutee Sudprasert,4.85714,Children
com.gkworld2,World General Knowledge 2020,Book,44.52,8.0,2015-09-07,2019-10-18,1.6,0.0,USD,1023657634,Mohsin Mansuri,1.0,Children
com.tencent.wecomic,WeComics,Book,84.5,9.0,2019-03-14,2021-08-24,1.10.1,0.0,USD,445577384,Sixjoy Hong Kong Limited,4.58751,Teen
com.zed.pdfreader,Readler - pdf reader,Book,33.75,9.0,2016-03-29,2019-03-15,2.3,0.0,USD,977632412,ZAO Tematica,3.73469,Children
Com.Alsudais,Al Sudais-السديس,Book,6.5,8.0,2014-07-20,2017-03-27,1.4,0.0,USD,827037209,Adam Karim,5.0,Children
com.reader.woomics,StarsManga,Book,19.11,10.0,2020-11-19,2020-11-20,1.0,0.0,USD,1486119202,"Infinite Information Technology CO., Limited",0.0,Adult
com.yoshisoft.bibleanddiaryad,Bible+Diary Lite,Book,125.79,8.0,2013-05-14,2018-01-18,1.9.5,0.0,USD,573542079,Yu-Hsueh Shih,5.0,Children
com.econsor.schaefer.AngelfuehrerRLP,Angelführer Rheinland-Pfalz,Book,13.05,9.2,2015-10-10,2017-11-09,1.41,0.0,USD,970346861,Robin Schaefer,0.0,Children
net.vlc.sscmbu,SSCMBU Library,Book,37.76,11.0,2021-05-06,2021-05-06,1.0.45,0.0,USD,1304136464,Sarayuth srita,0.0,Teen
com.librologia.appdev,Librología,Book,60.61,10.0,2021-09-06,2021-10-05,1.0.5,0.0,USD,1537631238,mariano marquevich,0.0,Children
me.microlead.hamorabilb,Hamorabi LB,Book,18.47,6.0,2015-10-22,2017-01-29,1.2.5,0.0,USD,874070083,Mohamad Noureddine,0.0,Children
com.lizardbraingames.timetogotobed,Time To Go To Bed,Book,212.53,11.0,2012-06-10,2021-04-23,2.0,0.99,USD,532832083,Lizard Brain Games,4.41378,Children
com.boopsie.barclaypl,Barclay Mobile,Book,6.45,8.0,2017-06-14,2017-06-14,9.6.8,0.0,USD,309643305,"Boopsie, Inc.",0.0,Adult
com.oceanhousemedia.BookBYCollection1,Byron Barton Collection #1,Book,63.86,8.0,2013-06-18,2021-09-21,2.8.0,4.99,USD,309501176,Oceanhouse Media,4.09302,Children
com.kiwamedia.MillyMollyAndHeidiUntidyHD,Milly Molly and Heidi Untidy,Book,52.78,11.0,2011-01-23,2020-06-24,2.0.2,0.99,USD,1518533637,Milly Molly Group Holdings Limited,5.0,Children
fr.islamobile.hadith.muwatta.texte.fr,"Al-Muwatta: Français, Arabe",Book,29.33,11.0,2015-02-14,2020-11-19,3.0.0,2.99,USD,356342220,ISLAMOBILE,5.0,Children
com.konsepmobile.dailydevotional,Renungan Harian - CBN,Book,10.88,7.1,2014-08-14,2014-09-03,1.1,0.0,USD,561397059,Konsep Mobile,3.33333,Children
com.viva.startupmathematics.c418,Start Up Mathematics Class 4,Book,12.16,10.0,2018-10-29,2019-06-14,1.03,0.0,USD,1301316723,Viva Books Private Limited,0.0,Children
com.junhulove.ComicViewer,Manga Viewer - CBZ(CBR) Reader,Book,79.01,12.0,2017-11-09,2021-10-08,1.228,0.0,USD,918406157,kim juyoung,4.54444,Children
english.comments.concise.Commentary,Matthew Henry Bible Commentary - Concise Version,Book,18.26,8.0,2015-04-24,2017-06-22,4.5,0.0,USD,947049002,Oleg Shukalovich,4.73407,Children
indonesian.alquranindonesia,Al Quran Standar Indonesia,Book,41.54,12.1,2021-04-11,2021-04-29,2.0.2,0.0,USD,1392914229,Bustomi .,0.0,Children
com.yudu.reader.Llewellyn,Llewellyn's New Worlds,Book,82.96,11.0,2012-08-09,2021-10-01,7.0.15,0.0,USD,547614881,Llewellyn,4.66667,Children
com.abdulkalamnew,APJ Abdul Kalam Anmol Vichar,Book,40.14,8.0,2020-11-09,2020-11-09,1.0,0.0,USD,1533229034,ashok kumar verma,0.0,Children
com.Backsplashent.EZAudioBookPlayer,EZ Audiobook Player,Book,1.79,14.2,2021-01-06,2021-05-26,1.03,3.99,USD,378338012,"BackSplash Enterprises, Inc.",0.0,Children
com.ism.sahaba,Sahabas and Prophets,Book,97.78,8.0,2017-04-13,2017-04-13,1.0,0.0,USD,1201779164,ismail yasar,0.0,Children
com.maxdesyatov.Monologue,Monologue: Audiobooks Player with 7000+ Free Books,Book,65.42,10.0,2014-09-06,2017-06-05,1.4.0,0.0,USD,975142113,Digital Signal Limited,4.5,Teen
com.ceritalegenda.nusantara,Cerita Legenda Rakyat Nusantara,Book,47.87,6.0,2016-09-23,2016-09-23,1.14,0.0,USD,1137411855,Hasyim Mulyono,0.0,Children
com.venturaes.dragon2,Dragon Counts to Ten,Book,37.66,10.0,2014-04-14,2020-12-15,4.0,0.99,USD,371324172,Ventura Educational Systems,0.0,Children
iturbide.Livres,Livres,Book,3.97,7.0,2015-09-22,2015-09-22,1.0.1,0.0,USD,851646203,Agustin Iturbide,5.0,Children
appsrentables.Ricardo2096.BibliadeJerusalenios,Biblia de Jerusalén Católica,Book,83.01,9.0,2019-08-15,2020-06-12,1.1,0.0,USD,1462906690,Mauro Ricardo Calvay Guarniz,4.5,Children
com.KingStudio.MyMagicalLifeAR,My Magical Life AR,Book,208.1,11.0,2017-09-23,2019-07-12,1.20,0.0,USD,1189473566,King Studio,4.70885,Children
com.james.ScariestHorrorStories,Horror Stories & Scary Stories,Book,33.81,10.0,2017-10-12,2021-06-24,21.06.23,0.0,USD,1227444688,Vinh Tran,4.75147,Teen
audio.iPad.Primary1.AHA,English for Primary 1 (초등 영어),Book,47.75,13.0,2014-05-29,2021-06-08,4.1,0.0,USD,741292188,Hoa Do,0.0,Children
com.evergreenstatusandquotes,Status Collection:All Occasions mobikwik Status,Book,9.53,7.1,2016-01-29,2016-12-16,1.5,0.0,USD,1146730227,Shera Majid,1.0,Teen
english.comments.scofield.Commentary,Scofield Reference Bible Comme,Book,18.42,8.0,2015-04-24,2018-01-12,5.0,0.0,USD,947049002,Oleg Shukalovich,4.81457,Children
com.appswithlove.animalbox,My Animal Box – learn animal names and voices,Book,33.22,8.0,2011-08-24,2017-07-25,3.0.1,0.0,USD,410233821,Apps with love AG,2.66667,Children
com.anhtudev.bookse,SE Books,Book,53.69,9.0,2019-11-28,2021-06-07,1.0.2,4.99,USD,1470180061,Nguyen Anh Tu,1.0,Children
com.partner-auto-7844.r1277,Lalola App Bogotá,Book,53.79,9.0,2019-05-23,2019-05-23,1.0,0.0,USD,1211032263,Jose Lupion,0.0,Children
com.mipracticalaboral.app,Mi Practica Laboral,Book,23.92,11.0,2020-05-16,2020-12-21,1.1.4,0.0,USD,1513663581,Euclides Rodriguez Gaitn,5.0,Teen
com.ionicframework.commandmorning334847,Command the Morning,Book,11.99,8.0,2016-09-02,2016-09-02,1.0,3.99,USD,1111815657,Mountain of Fire and Miracles Ministries Virginia,5.0,Children
com.atsanlacin.fieldrecBo,FieldREC BO,Business,60.28,9.0,2021-04-01,2021-07-07,1.8,0.0,USD,1549816201,ATSANLAÇİN MÜHENDİSLİK DANIŞMANLIK ve OTOMASYON SAN.TİC.LTD.ŞTİ,0.0,Children
com.appsisto.investicnizlato,Investiční Zlato,Business,13.64,8.0,2017-02-10,2017-02-10,1.0,0.0,USD,1037712412,AppSisto,0.0,Children
my.com.bcck.www,BCCK,Business,16.72,9.0,2018-03-29,2018-09-13,1.0.3,0.0,USD,1260995517,NEUDIMENXION,0.0,Children
il.co.bezeq.bcenter,Bcenter,Business,15.34,11.0,2018-08-05,2020-09-15,2.6,0.0,USD,383825546,Bezeq,0.0,Children
com.vistair.safetynet-native,SafetyNet v2,Business,5.59,8.0,2016-04-26,2019-05-02,2.1.13,0.0,USD,478879616,Vistair Systems Ltd,0.0,Adult
com.rhumbix.ios.RMBX,Rhumbix,Business,45.73,11.0,2016-05-17,2021-08-17,4.42,0.0,USD,1096295688,Rhumbix,4.27273,Teen
com.soluciones.kinaku,Kinaku,Business,16.75,9.3,2021-06-22,2021-06-22,1.0,0.0,USD,1572583922,Pedro Caceres,0.0,Children
ru.oncall,OnCall 3.0,Business,21.76,9.0,2019-11-28,2020-06-24,1.3.1,0.0,USD,1487146776,"ONPOINT, LLC",0.0,Teen
com.shekunsky.WarehouseOnMac,My Warehouse,Business,11.04,10.13,2019-03-06,2021-06-15,2.01,9.99,USD,848566946,Alex Shekunsky,0.0,Children
ru.smartpurchase.BeautyMemoPad,Beauty Master Schedule,Business,36.35,10.3,2018-09-08,2019-09-26,1.0.3,0.0,USD,1416452624,Умное Потребление,3.75,Children
com.aoccn2019.apphB1xhQQEmh,AOCCN 2019,Business,82.19,11.0,2019-09-13,2019-09-13,1.1,0.0,USD,1449227547,Anderes Fourdy Sdn Bhd,0.0,Adult
truckers-network,Truckers Network - CDL Jobs,Business,44.08,11.0,2020-03-06,2021-09-21,1.14,0.0,USD,1023886239,Rock Gate Capital LLC,4.28,Children
co.techoffice.elawer.ios,E-Lawyer,Business,41.1,10.0,2019-04-04,2019-04-30,1.1,0.0,USD,1318121291,TECHOFFICE,1.0,Children
com.advisorlynx.mobileadvisor.dent,DentWealth,Business,13.42,9.0,2019-02-22,2020-03-06,4.1.1,0.0,USD,1451085445,DentGroup LLC,0.0,Children
com.officinevalis.expomove2020,Expomove 2122,Business,117.82,11.0,2020-07-09,2021-10-02,3,0.0,USD,1454807380,OfficineValis srl,0.0,Children
com.independentbuyerscoop.ibcgo.ios,I.B.C. GO,Business,56.49,8.0,2020-10-06,2021-01-20,1.30,0.0,USD,1533326932,Independent Buyers Coop,5.0,Children
com.jobdiva.portal.lancesoftinc,LanceSoft Inc,Business,15.96,8.0,2017-10-23,2017-10-23,1.0,0.0,USD,658310677,JobDiva Inc.,0.0,Children
com.dmsi.agilityMobileInventory,Agility Mobile Warehouse Tools,Business,65.71,11.0,2016-06-02,2021-10-13,2.8.1,0.0,USD,595912277,"Distribution Management Systems, Inc.",0.0,Children
com.lexus.encompass,ENCOMPASS Incentives,Business,17.15,10.0,2018-08-31,2021-06-24,2.2.0,0.0,USD,499691903,"Lexus, a Division of Toyota Motor Sales, U.S.A.",4.0,Children
com.blueprint2021.app,Blueprint Vegas 2021,Business,78.78,12.0,2021-09-20,2021-09-25,1.0.2,0.0,USD,1584083894,Connectiv Holdings LLC,0.0,Children
com.atlantic.profit,Atlantic profit,Business,80.89,10.0,2019-07-27,2020-05-14,1.1.6,0.0,USD,1459108760,Atlantic,0.0,Adult
com.asl.aslmyhr,ASL myHR,Business,38.27,8.0,2020-06-21,2020-06-30,21.1,0.0,USD,1515458544,ASL Enterprises Inc.,0.0,Children
com.hubilo.revolutionaero,Revolution.Aero Global 2021,Business,170.01,11.0,2021-06-25,2021-06-25,1.0,0.0,USD,1145031696,Hubilo Softech Private Limited,0.0,Children
com.flipcause.FlipcauseLive,Flipcause,Business,60.89,11.0,2017-12-16,2020-10-28,1.9,0.0,USD,1295543942,"Flipcause, Inc.",5.0,Adult
com.aquaticinformatics.rio,Water Operation Mobile Collect,Business,72.53,12.0,2021-09-09,2021-09-09,1.0.0,0.0,USD,1573801196,Aquatic Informatics,0.0,Adult
com.alabama.confjobnt2,ALM Events 2019,Business,54.14,9.0,2019-01-25,2019-01-25,1.0,0.0,USD,1373176401,Alabama League of Municipalities,0.0,Children
com.interlocsolutions.informer.clients.AECOMCommercial.311,Amentum Commercial 311,Business,38.86,9.0,2019-05-29,2021-04-23,1.5.8,0.0,USD,1041451379,Interloc Solutions,0.0,Children
aditinet.uk,Aditinet TEQ,Business,12.37,11.0,2020-06-04,2021-03-08,7.4,0.0,USD,1515924971,Aditinet UK Limited,0.0,Children
com.Flara.Buskalo,Búskalo,Business,34.05,13.0,2021-08-12,2021-08-19,1.3,0.0,USD,1580560612,Polux Software Solutions Poluxsoftsol S.A.S.,0.0,Children
com.askuity.Askuity,Askuity,Business,72.51,11.0,2014-01-19,2020-12-01,3.5.15,0.0,USD,797058767,Askuity,0.0,Children
com.duro-last.appVZKoLJLwFn,Duro-Last Sales Seminar,Business,83.27,11.0,2018-12-22,2019-12-04,1.6,0.0,USD,592873459,"Duro-Last Roofing, Inc.",5.0,Adult
com.ThreedTracking.MobileV1,Tracking Services,Business,54.06,12.4.3,2018-10-19,2021-04-15,1.35,0.0,USD,1432607619,3Dtracking,0.0,Children
com.taxapps.ags,AGS,Business,7.73,8.0,2013-08-05,2020-06-22,3.1.0,0.0,USD,476545493,Tax Apps Limited,0.0,Children
org.ncqa.appeuzUagfxtj,NCQA Events,Business,79.64,11.0,2020-09-19,2020-09-19,1.3,0.0,USD,1435669941,National Committee For Quality Assurance,5.0,Adult
com.amrac.merchant,A2Z Vendor,Business,29.38,10.0,2021-02-03,2021-02-04,1.0,0.0,USD,1235507033,Mohamed Rafek,0.0,Children
com.vet2pet.elkridgeanimalhospital4759,Elkridge Animal Hospital,Business,50.79,9.0,2021-10-07,2021-10-07,300000.2.69,0.0,USD,1589125554,"Elkridge Animal Hospital, Inc",0.0,Adult
com.globo.globoads,GloboAds,Business,76.58,9.0,2020-03-27,2021-10-05,1.16.1,0.0,USD,402288145,GLOBO COM. E PART. S/A,0.0,Teen
mahindra.spares.audit,M-SET Mahindra,Business,31.91,8.0,2018-02-15,2019-01-04,1.6,0.0,USD,508371367,Mahindra & Mahindra Ltd,0.0,Children
com.vergeretail.cstoresolsledd,SLEDD C-STORE,Business,51.54,9.3,2012-10-04,2019-03-11,1.4.5,0.0,USD,532620341,VERGE (NC),0.0,Teen
com.foris.FORIS-PKR,FORIS PKR,Business,4.39,12.0,2013-03-05,2020-12-30,2.23,0.0,USD,608958968,FORIS AG,0.0,Children
dk.aggregator.rimrep,Fælgerep,Business,9.08,12.0,2021-04-13,2021-04-13,3.0,0.0,USD,312590158,CBN Consult,0.0,Children
com.mobilerocket.enfermmedi,Enferm Medical,Business,17.06,10.0,2020-04-28,2020-04-28,1.1.3,0.0,USD,1510518483,Enferm Medical,0.0,Children
com.mykrake.MyVEC,RedLink,Business,131.56,11.0,2018-02-01,2020-02-05,1.0.11,0.0,USD,355279304,Laser S.r.l.,2.82353,Children
com.elluminatiinc.eservices,Eservices - All In One Service,Business,49.08,11.0,2019-08-20,2021-08-04,1.1.0,0.0,USD,982142937,Elluminati,0.0,Children
com.safetychanger.stell.inspectionchanger,Stell Inspections,Business,19.62,11.0,2017-12-05,2021-09-21,4.0.34,0.0,USD,540382734,Capptions B.V.,0.0,Children
br.com.clicksenes,ClickSenes,Business,38.07,13.6,2020-08-29,2020-08-29,1.0,0.0,USD,1262755651,Cleiton Piovezan,0.0,Children
com.abacus.okayab2b,OKAYA B2B,Business,30.84,11.0,2021-04-06,2021-09-25,1.4,0.0,USD,1460244190,ABACUS DESK IT SOLUTIONS PRIVATE LIMITED,0.0,Children
com.sutisoft.SutiTravel,SutiTravel,Business,18.51,12.0,2018-05-28,2021-07-01,6.5,0.0,USD,317863631,"SutiSoft, Inc",0.0,Children
com.mycompanyfiles.kns.ios,KNS Associés,Business,62.78,12.0,2021-01-15,2021-01-15,1.0,0.0,USD,555340555,MyCompanyFiles,0.0,Children
com.hyland.onbase17-iphone,OnBase Mobile 17 for iPhone,Business,29.33,9.0,2017-06-12,2020-10-14,17.0.5,0.0,USD,433468768,"Hyland Software, Inc.",0.0,Children
com.maximumsoft.sitestogolite,Sites-2-Go Lite,Business,4.25,8.0,2011-01-21,2017-09-18,1.4,0.0,USD,305594533,MaximumSoft Corp.,5.0,Children
com.icsfl.RF-SMART,RF-SMART Connex,Business,5.18,8.0,2012-11-05,2017-10-15,1.13,0.0,USD,573545205,"ICS, Inc.",2.0,Adult
com.compuoffice.iCompeteMobile,InteliComp,Business,57.41,8.0,2013-12-20,2020-09-22,1.6.408,0.0,USD,315806119,CompuOffice Software Inc.,0.0,Children
com.avatar.properti168,Properti 168,Business,10.79,6.0,2014-03-31,2015-09-25,1.1,0.0,USD,816601897,Avatar Solutions,0.0,Children
com.ondelivery.partner,OnDelivery Partner,Business,39.36,11.0,2020-07-24,2020-07-28,1.0.1,0.0,USD,1479842262,Wigberto Oliveira,0.0,Children
com.vertafore.Wrap-Up,CIP Wrap-Up,Business,24.01,11.2,2020-07-21,2021-01-15,1.2.0,0.0,USD,655755601,Vertafore Inc.,5.0,Children
com.miradore.client,Miradore client,Business,14.88,9.0,2015-11-03,2021-08-12,1.0.2,0.0,USD,1052678053,Miradore Ltd,3.0,Children
com.scheduleengine.gilman.store,Gilman HVAC and Plumbing,Business,4.75,9.0,2019-06-01,2019-06-01,1.0.12,0.0,USD,1466283056,Gilman HVAC and Plumbing,5.0,Children
com.walabokllc.todo,To do List•,Business,29.38,11.0,2021-06-22,2021-09-19,1.3,0.0,USD,913827467,WALABOK LLC,5.0,Children
com.jeal.easyphoto2,EasyPhoto 2,Business,3.29,8.0,2018-12-20,2018-12-20,1.0,0.0,USD,602778846,Jeal Computer Services Pty Ltd,0.0,Children
com.lightningbolt.vmi,LBS VMI Bolt Bins,Business,9.85,9.0,2018-05-10,2018-12-13,2.4.1,0.0,USD,1322081291,Lightning Bolt and Supply,5.0,Children
com.nextlot.mobile.webcast.gac,General Auction Company Live,Business,61.16,10.0,2021-10-10,2021-10-10,6.10.1,0.0,USD,640514480,"NextLot, Inc.",0.0,Adult
com.intuition.fsiconnect,FSI Connect,Business,160.39,12.0,2018-01-12,2021-05-20,1.0.7,0.0,USD,313845005,Intuition,0.0,Children
com.inficare.net.JME-Japan,JME JAPAN,Business,11.29,9.1,2016-04-20,2016-04-20,1.0,0.0,USD,722803934,Anoop Sherchan,0.0,Children
gopher.gopher-gopher-ios,Gopher Go,Business,20.61,11.0,2018-11-07,2020-06-30,2.1.1,0.0,USD,1438128904,Gopher LLC,4.56098,Teen
com.kleinsystems.kmp,KleinMobile,Business,49.02,13,2012-03-24,2021-07-06,1.6.3,0.0,USD,511339656,Saab Technologies Ltd.,1.66667,Adult
com.loungeup.dmbookpro,Dmbook Pro,Business,36.42,10.0,2021-06-08,2021-07-21,1.14.15,0.0,USD,481277518,LoungeUp,0.0,Children
com.apn.repairDocumentation,Repair Documentation,Business,0.47,12.2,2019-08-24,2020-07-31,1.09,0.0,USD,1020434947,Assured Performance Network,0.0,Children
com.some.winfiniti,Some Express Kargo,Business,34.07,12.1,2021-08-20,2021-08-20,1.1.1,0.0,USD,1556625740,Ahmet Durmaz,0.0,Children
com.GpsandFleet.GPS-FLEET,GPS-FLEET,Business,21.25,12.0,2016-05-29,2021-09-15,2.2.1,0.0,USD,1118044544,Michael Fischer,4.75,Adult
com.appsverse.callrecorder,Recording App - Re:Call,Business,78.7,10.1,2017-02-02,2019-11-17,2.88,0.0,USD,430200227,Appsverse Inc.,3.8733,Children
com.appswiz.VeeMedCal287632VMC,VeeMedCal,Business,11.84,10.0,2021-02-12,2021-08-03,1.2,0.0,USD,1545635531,VeeMedCal,5.0,Adult
com.unionactive.iaff2781,Local 2781,Business,3.58,13.0,2017-01-08,2021-02-12,1.1,0.0,USD,946249856,"Unions-America.com, Inc.",0.0,Adult
com.fnjsoftware.virtualStaff,Virtual Staffing,Business,44.69,12.1,2021-09-17,2021-10-05,1.1,0.0,USD,1202754480,FNJ Software Ltd,0.0,Children
com.partner-auto-7844.d71323,Zegamex,Business,32.16,9.0,2020-10-09,2020-10-09,1.0.0,0.0,USD,1533738741,Jonatan Vega Molina,0.0,Children
seerasoft.admitme,AdmitMe,Business,27.67,11.2,2018-08-07,2018-09-25,1.0.2,0.0,USD,1384823435,SeeraSoft Solutions,5.0,Children
app.keewordz.keewordz.macos,Keewordz - Effective ASO,Developer Tools,6.6,10.15,2021-03-26,2021-08-26,1.2.4,0.0,USD,397439592,Anatol Mayen,0.0,Children
com.carlos-m.Spanner,Spanner for Hugo,Developer Tools,19.82,10.15,2020-09-15,2020-11-17,1.2,0.0,USD,1531557704,Carlos Melegrito,0.0,Children
com.tangent.ReduxMonitor,Redux Monitor,Developer Tools,3.64,10.14,2021-07-08,2021-07-13,0.2.0,0.0,USD,1539308731,Ali Haghighatkhah,0.0,Children
com.sajednahian.Prisma,Code Editor for HTML CSS JS,Developer Tools,2.97,13.0,2020-07-27,2020-07-27,1.3.0,0.0,USD,1494597866,Sajed Nahian,2.83333,Children
com.klipped.editor,Klipped,Developer Tools,4.92,10.11,2015-11-03,2021-09-12,1.15,0.99,USD,1043998452,Andrew Drake,0.0,Children
com.lottiefiles.macos,LottieFiles Desktop,Developer Tools,5.5,10.15.4,2020-11-04,2021-10-07,1.2.2,0.0,USD,1462241378,Design Barn Inc.,0.0,Children
com.electronica.Assembly,Assembly,Developer Tools,1469.62,10.7,2013-05-01,2013-05-01,1.0,2.99,USD,563747901,Jason Stafford,0.0,Children
com.dethomsoft.watchfolder,Watch Folders,Developer Tools,4.25,10.13,2013-11-20,2020-11-30,1.40,0.99,USD,447751567,Devulder Software,0.0,Children
com.AppForYou.TextureExtractor,Texture Extractor,Developer Tools,1.4,10.10,2016-03-31,2019-06-05,1.4.1,0.0,USD,670114911,Jianhong Yang,0.0,Children
com.localizewiz.LocalizeWiz,LocalizeWiz - Continuous App Localization,Developer Tools,9.07,10.11,2017-03-02,2017-03-09,1.0.1,0.0,USD,325203925,Cell Innovation Inc.,0.0,Children
